Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,1725456421258275,116617 | 8496827 | 128138 | 32 | FXT6395,mc,2018-12-25 22:24:19,BRST,SettledInstallment,1525457837211413,BRL,,239.50,1,BRL,,232.91,6.59,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116617
TurbiBR,TurbiBRCOM,4825456820592194,116667 | 8521304 | 128188 | 40 | FJC0776,mc,2018-12-26 00:12:44,BRST,SettledInstallment,4525457903214311,BRL,,247.50,1,BRL,,240.69,6.81,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116667
TurbiBR,TurbiBRCOM,4625456578411581,116427 | 8508752 | 127948 | 39 | FSQ3098,mc,2018-12-26 01:37:59,BRST,SettledInstallment,4825457954219380,BRL,,100.00,1,BRL,,97.25,2.75,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116427
TurbiBR,TurbiBRCOM,1525457506426052,116684 | 8498954 | 128205 | 55 | FKS8658,mc,2018-12-25 21:42:48,BRST,SettledInstallment,1825457813211616,BRL,,170.27,1,BRL,,165.59,4.68,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116684
TurbiBR,TurbiBRCOM,1525453433733736,116321 | 8521053 | 127842 | 25 | GJA7687,mc,2018-12-26 02:07:47,BRST,SettledInstallment,1525457972228263,BRL,,800.00,1,BRL,,778.00,22.00,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116321
TurbiBR,TurbiBRCOM,4525454304412180,116321 | 8521053 | 127842 | 25 | GJA7687,mc,2018-12-26 02:07:47,BRST,SettledInstallment,1725457972228360,BRL,,200.00,1,BRL,,194.50,5.50,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116321
TurbiBR,TurbiBRCOM,1825454742401830,116321 | 8521053 | 127842 | 25 | GJA7687,mc,2018-12-26 02:07:47,BRST,SettledInstallment,4625457972220214,BRL,,123.94,1,BRL,,120.53,3.41,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116321
TurbiBR,TurbiBRCOM,1525456501026131,116632 | 8502856 | 128153 | 54 | GDP6156,mc,2018-12-26 08:42:52,BRST,SettledInstallment,1525458209235899,BRL,,382.00,1,BRL,,371.50,10.50,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116632
TurbiBR,TurbiBRCOM,1825453866416137,116321 | 8521053 | 127842 | 25 | GJA7687,mc,2018-12-26 02:07:47,BRST,SettledInstallment,4825457972220477,BRL,,200.00,1,BRL,,194.50,5.50,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116321
TurbiBR,TurbiBRCOM,1325454412821965,116427 | 8508752 | 127948 | 39 | FSQ3098,mc,2018-12-26 01:37:59,BRST,SettledInstallment,1325457954210315,BRL,,592.00,1,BRL,,575.72,16.28,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116427
TurbiBR,TurbiBRCOM,4325458272319741,116723 | 8524059 | 128244 | 71 | GEJ2081,mc,2018-12-26 15:13:07,BRST,SettledInstallment,4525458443220792,BRL,,37.10,1,BRL,,36.08,1.02,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116723
TurbiBR,TurbiBRCOM,4325458269145091,116722 | 8524638 | 128243 | 72 | FWG4577,mc,2018-12-26 18:27:57,BRST,SettledInstallment,4825458560227395,BRL,,89.55,1,BRL,,87.09,2.46,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116722
TurbiBR,TurbiBRCOM,1825458468303963,116756 | 8509469 | 128277 | 38 | GDT7856,mc,2018-12-26 18:37:52,BRST,SettledInstallment,1525458566202896,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116756
TurbiBR,TurbiBRCOM,4525458166462852,116714 | 8496184 | 128235 | 69 | GJT1128,mc,2018-12-26 08:52:54,BRST,SettledInstallment,1725458215204622,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116714
TurbiBR,TurbiBRCOM,1625458438311312,116745 | 8526200 | 128266 | 25 | GJA7687,mc,2018-12-26 17:38:00,BRST,SettledInstallment,1625458530209026,BRL,,56.04,1,BRL,,54.50,1.54,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116745
TurbiBR,TurbiBRCOM,1825457288159506,116674 | 8520448 | 128195 | 41 | FCC3441,mc,2018-12-25 21:37:46,BRST,SettledInstallment,1325457810228535,BRL,,228.95,1,BRL,,222.65,6.30,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116674
TurbiBR,TurbiBRCOM,1325458408011143,116742 | 8508063 | 128263 | 49 | GDG8981,mc,2018-12-26 20:07:49,BRST,SettledInstallment,1325458620210523,BRL,,61.15,1,BRL,,59.47,1.68,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116742
TurbiBR,TurbiBRCOM,1325458214952969,116717 | 8506985 | 128238 | 32 | FXT6395,mc,2018-12-26 20:02:57,BRST,SettledInstallment,4725458617229874,BRL,,186.60,1,BRL,,181.47,5.13,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116717
TurbiBR,TurbiBRCOM,1725458374708249,116737 | 8498862 | 128258 | 19 | FJG9824,mc,2018-12-26 19:57:57,BRST,SettledInstallment,4325458614203249,BRL,,60.12,1,BRL,,58.47,1.65,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116737
TurbiBR,TurbiBRCOM,4525458320930133,116730 | 8503471 | 128251 | 28 | GKE6583,mc,2018-12-26 20:42:53,BRST,SettledInstallment,1725458641211951,BRL,,95.61,1,BRL,,92.98,2.63,,,,,,,mccredit,91,,,,,,,,Capture Request bookingId 116730
TurbiBR,TurbiBRCOM,1735455766951542,116581 | 8528494 | 128102 | 36 | GFN9743,mc,2018-12-26 16:22:56,BRST,SettledInstallment,4535458485214768,BRL,,447.73,1,BRL,,0.00,12.31,,,,,0000025213,30618122602803829101,mccredit,91,,,,,,,,Capture Request bookingId 116581
TurbiBR,TurbiBRCOM,1835454981577892,116510 | 8525340 | 128031 | 20 | FUD3683,mc,2018-12-25 21:23:33,BRST,SettledInstallment,1735457801215321,BRL,,405.32,1,BRL,,0.00,11.15,,,,,0000025213,30618122602803829101,mccredit,91,,,,,,,,Capture Request bookingId 116510
TurbiBR,TurbiBRCOM,4835458324548316,116732 | 8506769 | 128253 | 7 | GCW5563,mc,2018-12-26 17:23:00,BRST,SettledInstallment,4535458521215589,BRL,,94.50,1,BRL,,0.00,2.60,,,,,0000025213,30618122602803829101,mccredit,91,,,,,,,,Capture Request bookingId 116732
TurbiBR,TurbiBRCOM,1635458316434697,116729 | 8510163 | 128250 | 18 | FKD0105,mc,2018-12-26 16:04:01,BRST,SettledInstallment,1335458473221971,BRL,,41.33,1,BRL,,0.00,1.14,,,,,0000025213,30618122602803829101,mccredit,91,,,,,,,,Capture Request bookingId 116729
TurbiBR,TurbiBRCOM,1735455657234230,116573 | 8525314 | 128094 | 37 | GHQ9495,mc,2018-12-26 13:17:24,BRST,RefundedInstallment,4535458373885596,BRL,122.44,,1,BRL,122.44,,,,,,,,,mccredit,91,,,,,,,,Refund Request bookingId 116573
TurbiBR,TurbiBRCOM,4535457263732009,116673 | 8528654 | 128194 | 56 | GCB5654,mc,2018-12-26 00:47:49,BRST,SettledInstallment,1535457924203362,BRL,,323.13,1,BRL,,0.00,8.89,,,,,0000025213,30618122602803829101,mccredit,91,,,,,,,,Capture Request bookingId 116673
TurbiBR,TurbiBRCOM,4515459189982696,116811 | 8522833 | 128332 | 37 | GHQ9495,mc,2018-12-27 20:48:00,BRST,SettledInstallment,1315459508215545,BRL,,68.63,1,BRL,,0.00,1.89,,,,66.74,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116811
TurbiBR,TurbiBRCOM,4715459329900556,116847 | 8150 | 128368 | 53 | GGQ1493,mc,2018-12-27 16:07:59,BRST,SettledInstallment,4615459340216157,BRL,,30.00,1,BRL,,0.00,0.82,,,,29.18,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116847
TurbiBR,TurbiBRCOM,1815458602443248,116775 | 8505035 | 128296 | 38 | GDT7856,mc,2018-12-27 00:22:52,BRST,SettledInstallment,4815458773209216,BRL,,66.24,1,BRL,,0.00,1.82,,,,64.42,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116775
TurbiBR,TurbiBRCOM,1615459089648087,116803 | 8497594 | 128324 | 65 | GCU7445,mc,2018-12-27 13:12:58,BRST,SettledInstallment,4315459235226694,BRL,,45.09,1,BRL,,0.00,1.24,,,,43.85,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116803
TurbiBR,TurbiBRCOM,4515459053870209,116800 | 8524059 | 128321 | 19 | FJG9824,mc,2018-12-27 10:42:54,BRST,SettledInstallment,4815459145227282,BRL,,30.00,1,BRL,,0.00,0.82,,,,29.18,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116800
TurbiBR,TurbiBRCOM,4815456938460617,116670 | 8502318 | 128191 | 33 | FYM1511,mc,2018-12-27 19:57:56,BRST,SettledInstallment,1315459478211854,BRL,,591.49,1,BRL,,0.00,16.27,,,,575.22,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116670
TurbiBR,TurbiBRCOM,4615459182733194,116752 | 8523875 | 128273 | 9 | GEK9026,mc,2018-12-27 11:48:13,BRST,SettledInstallment,4515459184412822,BRL,,10.00,1,BRL,,0.00,0.28,,,,9.72,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116752
TurbiBR,TurbiBRCOM,4715459407669180,116860 | 8150 | 128381 | 26 | GJJ0014,mc,2018-12-27 18:23:11,BRST,SettledInstallment,1815459421321110,BRL,,50.00,1,BRL,,0.00,1.38,,,,48.62,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116860
TurbiBR,TurbiBRCOM,4715458574944632,116765 | 8528787 | 128286 | 72 | FWG4577,mc,2018-12-27 01:27:43,BRST,SettledInstallment,1315458812210010,BRL,,173.50,1,BRL,,0.00,4.77,,,,168.73,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116765
TurbiBR,TurbiBRCOM,4815459172894558,116808 | 8312 | 128329 | 13 | FXH7648,mc,2018-12-27 13:43:03,BRST,SettledInstallment,4815459253212498,BRL,,10.00,1,BRL,,0.00,0.28,,,,9.72,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116808
TurbiBR,TurbiBRCOM,4315459422817974,116866 | 8150 | 128387 | 79 | EOK1195,mc,2018-12-27 18:33:09,BRST,SettledInstallment,4815459427356874,BRL,,30.00,1,BRL,,0.00,0.82,,,,29.18,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116866
TurbiBR,TurbiBRCOM,1615458585142405,116767 | 8497416 | 128288 | 20 | FUD3683,mc,2018-12-26 22:12:57,BRST,SettledInstallment,4315458695210875,BRL,,30.36,1,BRL,,0.00,0.83,,,,29.53,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116767
TurbiBR,TurbiBRCOM,1815458635612710,116781 | 8526200 | 128302 | 7 | GCW5563,mc,2018-12-27 00:42:49,BRST,SettledInstallment,1515458785228245,BRL,,241.84,1,BRL,,0.00,6.65,,,,235.19,0000025427,10618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116781
TurbiBR,TurbiBRCOM,4615459182733194,116752 | 8523875 | 128273 | 9 | GEK9026,mc,2018-12-27 15:32:04,BRST,RefundedInstallment,4615459318736301,BRL,10.00,,1,BRL,10.00,,,,,,,,,mccredit,91,,,,,,,,Refund Request bookingId 116752
TurbiBR,TurbiBRCOM,1825459006596175,116796 | 8514007 | 128317 | 67 | FVV7524,mc,2018-12-27 15:03:54,BRST,SettledInstallment,4725459301208950,BRL,,80.76,1,BRL,,0.00,2.22,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116796
TurbiBR,TurbiBRCOM,4725459225863559,116821 | 8508961 | 128342 | 5 | FSN3833,mc,2018-12-27 16:37:53,BRST,SettledInstallment,4525459358217096,BRL,,41.93,1,BRL,,0.00,1.15,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116821
TurbiBR,TurbiBRCOM,1725459228007473,116822 | 8502977 | 128343 | 35 | GEP0747,mc,2018-12-27 18:13:03,BRST,SettledInstallment,1825459415216050,BRL,,57.24,1,BRL,,0.00,1.57,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116822
TurbiBR,TurbiBRCOM,4325458359828903,116736 | 8522664 | 128257 | 8 | GCE1566,mc,2018-12-27 13:56:50,BRST,SettledInstallment,1825459259234151,BRL,,508.68,1,BRL,,0.00,13.99,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116736
TurbiBR,TurbiBRCOM,1625458530170392,116760 | 8522103 | 128281 | 36 | GFN9743,mc,2018-12-27 17:33:00,BRST,SettledInstallment,1625459391226927,BRL,,226.60,1,BRL,,0.00,6.23,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116760
TurbiBR,TurbiBRCOM,4325459281617372,116836 | 8509511 | 128357 | 4 | GIE2734,mc,2018-12-27 16:33:00,BRST,SettledInstallment,4625459355221405,BRL,,50.00,1,BRL,,0.00,1.38,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116836
TurbiBR,TurbiBRCOM,1325459177462111,116809 | 8527542 | 128330 | 27 | GIE0915,mc,2018-12-27 20:02:59,BRST,SettledInstallment,4725459481294226,BRL,,182.77,1,BRL,,0.00,5.03,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116809
TurbiBR,TurbiBRCOM,4325459224180694,116820 | 8503645 | 128341 | 25 | GJA7687,mc,2018-12-27 18:33:13,BRST,SettledInstallment,1625459427359213,BRL,,93.33,1,BRL,,0.00,2.57,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116820
TurbiBR,TurbiBRCOM,4525459167352480,116807 | 8473 | 128328 | 24 | FPI7484,mc,2018-12-27 20:27:55,BRST,SettledInstallment,4325459496212373,BRL,,203.66,1,BRL,,0.00,5.60,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116807
TurbiBR,TurbiBRCOM,4725459416147093,116862 | 8150 | 128383 | 74 | BSZ2274,mc,2018-12-27 18:23:12,BRST,SettledInstallment,1525459421322820,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116862
TurbiBR,TurbiBRCOM,1825458544407911,116763 | 8506369 | 128284 | 59 | GFT1399,mc,2018-12-26 21:37:50,BRST,SettledInstallment,1625458674207901,BRL,,30.80,1,BRL,,0.00,0.85,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116763
TurbiBR,TurbiBRCOM,4325450408720637,116004 | 8498796 | 127524 | 28 | GKE6583,mc,2018-12-27 13:31:07,BRST,RefundedInstallment,4325459245853220,BRL,20.00,,1,BRL,20.00,,,,,,,,,mccredit,91,,,,,,,,Refund Request bookingId 116004
TurbiBR,TurbiBRCOM,4725459079090242,116802 | 8524673 | 128323 | 44 | FOM1229,mc,2018-12-27 17:53:03,BRST,SettledInstallment,4825459403211281,BRL,,73.65,1,BRL,,0.00,2.03,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116802
TurbiBR,TurbiBRCOM,4825459193011362,116812 | 8502401 | 128333 | 9 | GEK9026,mc,2018-12-27 13:53:35,BRST,SettledInstallment,1725459256215857,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000025427,20618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116812
TurbiBR,TurbiBRCOM,4845453620958903,116339 | 8497876 | 127860 | 22 | FWL2173,mc,2018-12-27 10:55:16,BRST,RefundedInstallment,4345459152584798,BRL,30.00,,1,BRL,30.00,,,,,,,,,mccredit,91,,,,,,,,Refund Request bookingId 116339
TurbiBR,TurbiBRCOM,4545458742176055,116790 | 8528211 | 128311 | 29 | GKH1148,mc,2018-12-27 02:17:49,BRST,SettledInstallment,4345458842203009,BRL,,33.68,1,BRL,,0.00,0.93,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116790
TurbiBR,TurbiBRCOM,1545458461370331,116753 | 8528649 | 128274 | 31 | GDQ9684,mc,2018-12-26 23:57:59,BRST,SettledInstallment,1745458758217169,BRL,,126.36,1,BRL,,0.00,3.47,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116753
TurbiBR,TurbiBRCOM,1645458598072783,116774 | 8499518 | 128295 | 24 | FPI7484,mc,2018-12-26 22:02:51,BRST,SettledInstallment,4745458689207622,BRL,,50.00,1,BRL,,0.00,1.38,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116774
TurbiBR,TurbiBRCOM,4745458526799526,116759 | 8520484 | 128280 | 57 | FXD8307,mc,2018-12-26 23:02:58,BRST,SettledInstallment,1845458725290090,BRL,,59.60,1,BRL,,0.00,1.64,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116759
TurbiBR,TurbiBRCOM,1345452532911464,116214 | 8497430 | 127735 | 52 | FKC3114,mc,2018-12-27 09:17:54,BRST,RefundedInstallment,4545459089862562,BRL,30.00,,1,BRL,30.00,,,,,,,,,mccredit,91,,,,,,,,Refund Request bookingId 116214
TurbiBR,TurbiBRCOM,4745458644149166,116783 | 8497307 | 128304 | 62 | GJR9212,mc,2018-12-27 07:12:57,BRST,SettledInstallment,1845459019222310,BRL,,106.60,1,BRL,,0.00,2.93,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116783
TurbiBR,TurbiBRCOM,4545459201039396,116815 | 8502111 | 128336 | 59 | GFT1399,mc,2018-12-27 14:07:58,BRST,SettledInstallment,4745459268217933,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116815
TurbiBR,TurbiBRCOM,1745459334764690,116848 | 8525181 | 128369 | 57 | FXD8307,mc,2018-12-27 19:57:55,BRST,SettledInstallment,1745459478218412,BRL,,23.72,1,BRL,,0.00,0.65,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116848
TurbiBR,TurbiBRCOM,1845459421118635,116864 | 8150 | 128385 | 75 | CDR2998,mc,2018-12-27 18:28:06,BRST,SettledInstallment,4645459424317719,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116864
TurbiBR,TurbiBRCOM,1845459427804428,116868 | 8150 | 128389 | 76 | BPQ5217,mc,2018-12-27 18:42:54,BRST,SettledInstallment,1745459433220990,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116868
TurbiBR,TurbiBRCOM,4345459425508632,116867 | 8150 | 128388 | 77 | EJX6826,mc,2018-12-27 18:37:53,BRST,SettledInstallment,4645459430213613,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116867
TurbiBR,TurbiBRCOM,4645459042542375,116797 | 8526974 | 128318 | 56 | GCB5654,mc,2018-12-27 17:22:54,BRST,SettledInstallment,1745459385213837,BRL,,93.91,1,BRL,,0.00,2.58,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116797
TurbiBR,TurbiBRCOM,1845458606414645,116777 | 8528878 | 128298 | 41 | FCC3441,mc,2018-12-27 20:42:57,BRST,SettledInstallment,4745459505210725,BRL,,243.01,1,BRL,,0.00,6.68,,,,,0000025427,40618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116777
TurbiBR,TurbiBRCOM,4735454790863850,116473 | 8508828 | 127994 | 14 | GDW3904,mc,2018-12-27 13:55:53,BRST,RefundedInstallment,1335459259527086,BRL,155.63,,1,BRL,155.63,,,,,,,,,mccredit,91,,,,,,,,Refund Request bookingId 116473
TurbiBR,TurbiBRCOM,1535454838356212,116485 | 8500622 | 128006 | 53 | GGQ1493,mc,2018-12-27 15:53:02,BRST,SettledInstallment,1635459331205575,BRL,,407.27,1,BRL,,0.00,11.20,,,,,0000025427,30618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116485
TurbiBR,TurbiBRCOM,1635449193446193,115906 | 8501741 | 127426 | 53 | GGQ1493,mc,2018-12-27 18:08:05,BRST,RefundedInstallment,4335459412275023,BRL,140.34,,1,BRL,140.34,,,,,,,,,mccredit,91,,,,,,,,Refund Request bookingId 115906
TurbiBR,TurbiBRCOM,1735458581107019,116766 | 8528841 | 128287 | 27 | GIE0915,mc,2018-12-26 23:07:51,BRST,SettledInstallment,1735458728202277,BRL,,144.56,1,BRL,,0.00,3.98,,,,,0000025427,30618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116766
TurbiBR,TurbiBRCOM,4735458671322423,116787 | 8500009 | 128308 | 65 | GCU7445,mc,2018-12-27 00:47:58,BRST,SettledInstallment,1335458788203821,BRL,,78.92,1,BRL,,0.00,2.17,,,,,0000025427,30618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116787
TurbiBR,TurbiBRCOM,4635459297485108,116840 | 8496099 | 128361 | 1 | GDC4895,mc,2018-12-27 19:33:14,BRST,SettledInstallment,1335459463325129,BRL,,61.77,1,BRL,,0.00,1.70,,,,,0000025427,30618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116840
TurbiBR,TurbiBRCOM,4535459291820434,116839 | 8711 | 128360 | 42 | GCE5762,mc,2018-12-27 19:08:06,BRST,SettledInstallment,4535459448296686,BRL,,176.10,1,BRL,,0.00,4.84,,,,,0000025427,30618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116839
TurbiBR,TurbiBRCOM,4835459238157525,116823 | 8375 | 128344 | 23 | FLQ7676,mc,2018-12-27 16:37:59,BRST,SettledInstallment,4835459358218479,BRL,,59.12,1,BRL,,0.00,1.63,,,,,0000025427,30618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116823
TurbiBR,TurbiBRCOM,1335459411650578,116861 | 8150 | 128382 | 78 | EON0079,mc,2018-12-27 18:17:55,BRST,SettledInstallment,1535459418210572,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000025427,30618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116861
TurbiBR,TurbiBRCOM,4735459179775120,116810 | 8528892 | 128331 | 45 | GHS1618,mc,2018-12-27 15:57:53,BRST,SettledInstallment,1735459334210399,BRL,,35.41,1,BRL,,0.00,0.97,,,,,0000025427,30618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116810
TurbiBR,TurbiBRCOM,4735458641209817,116782 | 8498298 | 128303 | 35 | GEP0747,mc,2018-12-26 23:37:44,BRST,SettledInstallment,4835458746218498,BRL,,31.53,1,BRL,,0.00,0.87,,,,,0000025427,30618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116782
TurbiBR,TurbiBRCOM,1335458644380599,116784 | 8528793 | 128305 | 40 | FJC0776,mc,2018-12-27 02:17:40,BRST,SettledInstallment,1835458842202566,BRL,,48.38,1,BRL,,0.00,1.33,,,,,0000025427,30618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116784
TurbiBR,TurbiBRCOM,1635459259476919,116828 | 8501723 | 128349 | 66 | GHH6346,mc,2018-12-27 19:33:14,BRST,SettledInstallment,1635459463326553,BRL,,71.34,1,BRL,,0.00,1.96,,,,,0000025427,30618122702803829101,mccredit,91,,,,,,,,Capture Request bookingId 116828
TurbiBR,TurbiBRCOM,,,,2019-01-25 01:32:11,BRST,Balancetransfer,Balancetransfer,,,,,BRL,1185.85,,,,,,,,,,91,,,,,,,,Balancetransfer to batch 94
TurbiBR,TurbiBRCOM,,"Payout Date=2019-01-28, Bank=341, Branch=8886, Account=253338",,2019-01-25 01:32:11,BRST,MerchantPayout,"TX24332572831XT batch 91, TurbiBRCOM batch 91, TurbiBRCOM",,,,,BRL,2372.85,,,,,,,,,,91,,,,,,,,
