Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,,,,2019-01-11 01:21:40,BRST,Balancetransfer,Balancetransfer,,,,,BRL,,673.63,,,,,,,,,80,,,,,,,,Balancetransfer from batch 75
TurbiBR,TurbiBRCOM,4815447160006285,115686 | 8499648 | 127207 | 71 | GEJ2081,visa,2018-12-13 21:07:50,BRST,SettledInstallment,4315447424214860,BRL,,25.18,1,BRL,,24.49,0.69,,,,,,,visastandardcredit,80,,,,,,,,Capture Request bookingId 115686
TurbiBR,TurbiBRCOM,4515448089693750,115760 | 8509271 | 127281 | 54 | GDP6156,visa,2018-12-14 16:12:52,BRST,SettledInstallment,4715448111206249,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,visapremiumcredit,80,,,,,,,,Capture Request bookingId 115760
TurbiBR,TurbiBRCOM,1515447884814435,115731 | 8503425 | 127252 | 31 | GDQ9684,visa,2018-12-14 14:22:48,BRST,SettledInstallment,4615448045218402,BRL,,42.95,1,BRL,,41.77,1.18,,,,,,,visapremiumcredit,80,,,,,,,,Capture Request bookingId 115731
TurbiBR,TurbiBRCOM,1545446076678503,115568 | 8503207 | 127089 | 59 | GFT1399,visa,2018-12-14 17:08:01,BRST,SettledInstallment,1545448144216886,BRL,,290.69,1,BRL,,282.70,7.99,,,,,,,visapremiumcredit,80,,,,,,,,Capture Request bookingId 115568
TurbiBR,TurbiBRCOM,1545448165771504,115774 | 8496126 | 127295 | 38 | GDT7856,visa,2018-12-14 20:47:53,BRST,SettledInstallment,4745448276216003,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,visapremiumcredit,80,,,,,,,,Capture Request bookingId 115774
TurbiBR,TurbiBRCOM,4745447836825055,115728 | 8527058 | 127249 | 18 | FKD0105,visa,2018-12-14 10:47:55,BRST,SettledInstallment,1845447916229181,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,visastandardcredit,80,,,,,,,,Capture Request bookingId 115728
TurbiBR,TurbiBRCOM,1645448042310152,115753 | 8499608 | 127274 | 16 | FVN6927,visa,2018-12-14 19:32:53,BRST,SettledInstallment,4845448231217673,BRL,,35.54,1,BRL,,34.56,0.98,,,,,,,visastandardcredit,80,,,,,,,,Capture Request bookingId 115753
TurbiBR,TurbiBRCOM,1835448018113325,115748 | 8525062 | 127269 | 45 | GHS1618,visa,2018-12-14 16:13:28,BRST,SettledInstallment,4735448111203234,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,visapremiumcredit,80,,,,,,,,Capture Request bookingId 115748
TurbiBR,TurbiBRCOM,4735447818436832,115725 | 8496175 | 127246 | 1 | GDC4895,visa,2018-12-14 08:37:56,BRST,SettledInstallment,1535447838200695,BRL,,50.00,1,BRL,,48.62,1.38,,,,,,,visapremiumcredit,80,,,,,,,,Capture Request bookingId 115725
TurbiBR,TurbiBRCOM,4635448110755110,115763 | 8509271 | 127284 | 54 | GDP6156,visa,2018-12-14 19:42:57,BRST,SettledInstallment,4535448237219496,BRL,,31.87,1,BRL,,30.99,0.88,,,,,,,visapremiumcredit,80,,,,,,,,Capture Request bookingId 115763
TurbiBR,TurbiBRCOM,4825447174644764,115687 | 8893 | 127208 | 47 | GET4023,visa,2018-12-13 21:22:46,BRST,SettledInstallment,4525447433210475,BRL,,80.02,1,BRL,,77.82,2.20,,,,,,,visastandardcredit,80,,,,,,,,Capture Request bookingId 115687
TurbiBR,TurbiBRCOM,4725447778843367,115717 | 8502726 | 127238 | 66 | GHH6346,visa,2018-12-14 16:43:01,BRST,SettledInstallment,4725448129206049,BRL,,117.70,1,BRL,,114.46,3.24,,,,,,,visastandardcredit,80,,,,,,,,Capture Request bookingId 115717
TurbiBR,TurbiBRCOM,4825447822237763,115726 | 8496569 | 127247 | 19 | FJG9824,visa,2018-12-14 18:48:02,BRST,SettledInstallment,1325448204200602,BRL,,102.50,1,BRL,,99.68,2.82,,,,,,,visastandardcredit,80,,,,,,,,Capture Request bookingId 115726
TurbiBR,TurbiBRCOM,1525447837855384,115729 | 8496175 | 127250 | 1 | GDC4895,visa,2018-12-14 20:02:53,BRST,SettledInstallment,1625448249209128,BRL,,172.50,1,BRL,,167.76,4.74,,,,,,,visapremiumcredit,80,,,,,,,,Capture Request bookingId 115729
