Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,1815424131008076,Authorise Request bookingId 113026,amex,2018-11-16 22:05:56,BRST,SettledInstallment,1515424131018078,BRL,,1288.28,1,BRL,,1252.85,35.43,,,,,,,amex,44,,,,,,,,Capture Request  bookingId 113026
TurbiBR,TurbiBRCOM,1815425736015465,Authorise Request bookingId 113937,amex,2018-11-18 18:41:23,BRST,SettledInstallment,1315425736021336,BRL,,189.56,1,BRL,,0.00,5.21,,,,184.35,0000022053,14818111802900740401,amex,44,,,,,,,,Capture Request  bookingId 113937
TurbiBR,TurbiBRCOM,,,,2018-12-18 03:29:22,BRST,Balancetransfer,Balancetransfer,,,,,BRL,108.82,,,,,,,,,,44,,,,,,,,Balancetransfer to batch 47
TurbiBR,TurbiBRCOM,,"Payout Date=2018-12-19, Bank=341, Branch=8886, Account=253338",,2018-12-18 03:29:22,BRST,MerchantPayout,"TX23755713526XT batch 44, TurbiBRCOM batch 44, TurbiBRCOM",,,,,BRL,1144.03,,,,,,,,,,44,,,,,,,,
