Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,,,,2019-01-25 01:32:11,BRST,Balancetransfer,Balancetransfer,,,,,BRL,68.41,,,,,,,,,,96,,,,,,,,Balancetransfer from batch 93
TurbiBR,TurbiBRCOM,4515460865201948,117016 | 8502968 | 128537 | 27 | GIE0915,amex,2018-12-29 18:17:54,BRST,SettledInstallment,1315461146203446,BRL,,229.49,1,BRL,,0.00,6.31,,,,223.18,0000025676,14818122902700740101,amex,96,,,,,,,,Capture Request bookingId 117016
TurbiBR,TurbiBRCOM,1615460887903591,117029 | 8509014 | 128550 | 64 | GGW0873,amex,2018-12-29 15:07:54,BRST,SettledInstallment,1815461032219733,BRL,,53.44,1,BRL,,0.00,1.47,,,,51.97,0000025676,14818122902700740101,amex,96,,,,,,,,Capture Request bookingId 117029
TurbiBR,TurbiBRCOM,4815462639339340,117199 | 8498953 | 128720 | 2 | FXT8846,amex,2018-12-31 14:22:48,BRST,SettledInstallment,4615462733213112,BRL,,50.00,1,BRL,,0.00,1.38,,,,48.62,0000025676,14818123102800740101,amex,96,,,,,,,,Capture Request bookingId 117199
TurbiBR,TurbiBRCOM,1315460854058703,117007 | 8509344 | 128528 | 49 | GDG8981,amex,2019-01-01 14:52:56,BRST,SettledInstallment,4615463615219102,BRL,,562.87,1,BRL,,0.00,15.48,,,,547.39,0000025676,14819010102700740101,amex,96,,,,,,,,Capture Request bookingId 117007
TurbiBR,TurbiBRCOM,,,,2019-01-29 01:05:17,BRST,Balancetransfer,Balancetransfer,,,,,BRL,,68.41,,,,,,,,,96,,,,,,,,Balancetransfer to batch 100
