Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,4745465752688539,117353 | 8520388 | 128874 | 51 | FQH5224,mc,2019-01-04 05:22:53,BRST,SettledInstallment,4345465865221461,BRL,,37.86,1,BRL,,36.82,1.04,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117353
TurbiBR,TurbiBRCOM,4745466101432843,117377 | 8500417 | 128898 | 2 | FXT8846,mc,2019-01-04 14:43:03,BRST,SettledInstallment,4545466201216171,BRL,,52.56,1,BRL,,51.11,1.45,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117377
TurbiBR,TurbiBRCOM,4345463130412833,116984 | 8528027 | 128505 | 36 | GFN9743,mc,2019-01-04 16:08:09,BRST,SettledInstallment,4345466252357009,BRL,,100.00,1,BRL,,97.25,2.75,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 116984
TurbiBR,TurbiBRCOM,4845466196408145,116984 | 8528027 | 128505 | 36 | GFN9743,mc,2019-01-04 16:08:09,BRST,SettledInstallment,1545466252355916,BRL,,16.83,1,BRL,,16.37,0.46,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 116984
TurbiBR,TurbiBRCOM,4345462692429870,116984 | 8528027 | 128505 | 36 | GFN9743,mc,2019-01-04 16:08:09,BRST,SettledInstallment,4845466252350587,BRL,,100.00,1,BRL,,97.25,2.75,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 116984
TurbiBR,TurbiBRCOM,4345460532241224,116984 | 8528027 | 128505 | 36 | GFN9743,mc,2019-01-04 16:08:09,BRST,SettledInstallment,4745466252352972,BRL,,400.00,1,BRL,,389.00,11.00,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 116984
TurbiBR,TurbiBRCOM,1545463568429162,116984 | 8528027 | 128505 | 36 | GFN9743,mc,2019-01-04 16:08:09,BRST,SettledInstallment,1745466252354255,BRL,,100.00,1,BRL,,97.25,2.75,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 116984
TurbiBR,TurbiBRCOM,4345465943649931,117357 | 8526747 | 128878 | 52 | FKC3114,mc,2019-01-04 09:27:52,BRST,SettledInstallment,1745466012212694,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117357
TurbiBR,TurbiBRCOM,4545464006400397,116984 | 8528027 | 128505 | 36 | GFN9743,mc,2019-01-04 16:08:10,BRST,SettledInstallment,4545466252358682,BRL,,100.00,1,BRL,,97.25,2.75,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 116984
TurbiBR,TurbiBRCOM,1345464882402457,116984 | 8528027 | 128505 | 36 | GFN9743,mc,2019-01-04 16:08:09,BRST,SettledInstallment,1345466252356031,BRL,,100.00,1,BRL,,97.25,2.75,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 116984
TurbiBR,TurbiBRCOM,1645465320416717,116984 | 8528027 | 128505 | 36 | GFN9743,mc,2019-01-04 16:08:09,BRST,SettledInstallment,1645466252355279,BRL,,100.00,1,BRL,,97.25,2.75,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 116984
TurbiBR,TurbiBRCOM,1345464444404496,116984 | 8528027 | 128505 | 36 | GFN9743,mc,2019-01-04 16:08:10,BRST,SettledInstallment,1845466252353587,BRL,,100.00,1,BRL,,97.25,2.75,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 116984
TurbiBR,TurbiBRCOM,4345465758401543,116984 | 8528027 | 128505 | 36 | GFN9743,mc,2019-01-04 16:08:10,BRST,SettledInstallment,1645466252355352,BRL,,100.00,1,BRL,,97.25,2.75,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 116984
TurbiBR,TurbiBRCOM,1545466178465765,117386 | 8503970 | 128907 | 43 | GCK0375,mc,2019-01-04 17:13:01,BRST,SettledInstallment,4645466291211263,BRL,,31.63,1,BRL,,30.76,0.87,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117386
TurbiBR,TurbiBRCOM,4645465994590460,117360 | 8528659 | 128881 | 39 | FSQ3098,mc,2019-01-04 18:32:59,BRST,SettledInstallment,4845466339220365,BRL,,128.40,1,BRL,,124.87,3.53,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117360
TurbiBR,TurbiBRCOM,4845466057719713,117368 | 8496237 | 128889 | 74 | BSZ2274,mc,2019-01-04 17:07:58,BRST,SettledInstallment,4745466288210038,BRL,,54.16,1,BRL,,52.67,1.49,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117368
TurbiBR,TurbiBRCOM,1815464251210730,117256 | 8524059 | 128777 | 4 | GIE2734,mc,2019-01-04 14:17:05,BRST,RefundedInstallment,4715466185714989,BRL,791.07,,1,BRL,791.07,,,,,,,,,mccredit,102,,,,,,,,Refund Request bookingId 117256
TurbiBR,TurbiBRCOM,4315465644041392,117350 | 8520499 | 128871 | 10 | FQR9974,mc,2019-01-03 23:22:44,BRST,SettledInstallment,1315465649217498,BRL,,30.00,1,BRL,,0.00,0.82,,,,29.18,0000026321,10619010402803829101,mccredit,102,,,,,,,,Capture Request bookingId 117350
TurbiBR,TurbiBRCOM,1735466154078848,117382 | 8525645 | 128903 | 58 | GIV7241,mc,2019-01-04 16:27:53,BRST,SettledInstallment,1635466264214763,BRL,,72.24,1,BRL,,70.25,1.99,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117382
TurbiBR,TurbiBRCOM,1735465533085680,117348 | 8525988 | 128869 | 27 | GIE0915,mc,2019-01-04 00:22:53,BRST,SettledInstallment,4635465685201460,BRL,,109.40,1,BRL,,106.39,3.01,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117348
TurbiBR,TurbiBRCOM,1835465394228527,117328 | 8503956 | 128849 | 2 | FXT8846,mc,2019-01-04 11:03:00,BRST,SettledInstallment,1735466069210023,BRL,,273.47,1,BRL,,265.95,7.52,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117328
TurbiBR,TurbiBRCOM,4535466169080553,117383 | 8529950 | 128904 | 49 | GDG8981,mc,2019-01-04 16:04:18,BRST,SettledInstallment,1335466249218858,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117383
TurbiBR,TurbiBRCOM,1635466076192785,117373 | 8496858 | 128894 | 59 | GFT1399,mc,2019-01-04 16:13:00,BRST,SettledInstallment,1335466255210237,BRL,,41.26,1,BRL,,40.13,1.13,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117373
TurbiBR,TurbiBRCOM,1835466271464359,117398 | 8283 | 128919 | 7 | GCW5563,mc,2019-01-04 19:42:49,BRST,SettledInstallment,1835466381213258,BRL,,79.86,1,BRL,,77.66,2.20,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117398
TurbiBR,TurbiBRCOM,4635466374219326,117411 | 8498752 | 128932 | 60 | GJQ7911,mc,2019-01-04 19:52:54,BRST,SettledInstallment,4635466387220162,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117411
TurbiBR,TurbiBRCOM,1635465464970695,117334 | 8499323 | 128855 | 47 | GET4023,mc,2019-01-04 10:12:50,BRST,SettledInstallment,4635466039202915,BRL,,138.07,1,BRL,,134.27,3.80,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117334
TurbiBR,TurbiBRCOM,1735465888230626,117354 | 8501861 | 128875 | 19 | FJG9824,mc,2019-01-04 19:42:49,BRST,SettledInstallment,4835466381212965,BRL,,187.08,1,BRL,,181.94,5.14,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117354
TurbiBR,TurbiBRCOM,1535466403432368,117413 | 8529006 | 128934 | 77 | EJX6826,mc,2019-01-04 20:27:53,BRST,SettledInstallment,1735466408206740,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,mccredit,102,,,,,,,,Capture Request bookingId 117413
TurbiBR,TurbiBRCOM,4825466144473369,117381 | 8529121 | 128902 | 4 | GIE2734,mc,2019-01-04 16:33:00,BRST,SettledInstallment,4725466267214757,BRL,,44.11,1,BRL,,0.00,1.21,,,,,0000026321,20619010402803829101,mccredit,102,,,,,,,,Capture Request bookingId 117381
TurbiBR,TurbiBRCOM,4525466150251454,116972 | 8521957 | 128493 | 10 | FQR9974,mc,2019-01-04 13:20:38,BRST,SettledInstallment,4625466150267418,BRL,,250.00,1,BRL,,0.00,6.88,,,,,0000026321,20619010402803829101,mccredit,102,,,,,,,,Capture Request bookingId 116972
TurbiBR,TurbiBRCOM,4725465465851311,117335 | 8528481 | 128856 | 26 | GJJ0014,mc,2019-01-04 06:47:56,BRST,SettledInstallment,4625465916219465,BRL,,198.81,1,BRL,,0.00,5.47,,,,,0000026321,20619010402803829101,mccredit,102,,,,,,,,Capture Request bookingId 117335
TurbiBR,TurbiBRCOM,1625465999231912,117361 | 8506676 | 128882 | 16 | FVN6927,mc,2019-01-04 15:12:52,BRST,SettledInstallment,4525466219215326,BRL,,53.84,1,BRL,,0.00,1.48,,,,,0000026321,20619010402803829101,mccredit,102,,,,,,,,Capture Request bookingId 117361
TurbiBR,TurbiBRCOM,1825466152738402,114620 | 8508414 | 126140 | 71 | GEJ2081,mc,2019-01-04 13:23:01,BRST,SettledInstallment,1625466152744824,BRL,,337.49,1,BRL,,0.00,9.28,,,,,0000026321,20619010402803829101,mccredit,102,,,,,,,,Capture Request bookingId 114620
TurbiBR,TurbiBRCOM,1625466074846863,117372 | 8503820 | 128893 | 29 | GKH1148,mc,2019-01-04 20:22:51,BRST,SettledInstallment,1525466405211820,BRL,,50.35,1,BRL,,0.00,1.38,,,,,0000026321,20619010402803829101,mccredit,102,,,,,,,,Capture Request bookingId 117372
TurbiBR,TurbiBRCOM,4725465722587898,117352 | 8527624 | 128873 | 24 | FPI7484,mc,2019-01-04 05:02:59,BRST,SettledInstallment,1325465853210369,BRL,,48.69,1,BRL,,0.00,1.34,,,,,0000026321,20619010402803829101,mccredit,102,,,,,,,,Capture Request bookingId 117352
TurbiBR,TurbiBRCOM,1325465512566334,117344 | 8312 | 128865 | 13 | FXH7648,mc,2019-01-03 21:52:51,BRST,SettledInstallment,1825465595213825,BRL,,20.00,1,BRL,,0.00,0.55,,,,,0000026321,20619010402803829101,mccredit,102,,,,,,,,Capture Request bookingId 117344
TurbiBR,TurbiBRCOM,4315466956483388,117480 | 8498281 | 129001 | 56 | GCB5654,mc,2019-01-05 17:57:55,BRST,SettledInstallment,4715467182211789,BRL,,71.22,1,BRL,,0.00,1.96,,,,69.26,0000026321,10619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117480
TurbiBR,TurbiBRCOM,1315466350662732,117404 | 8529160 | 128925 | 42 | GCE5762,mc,2019-01-04 23:12:44,BRST,SettledInstallment,1815466507226915,BRL,,44.67,1,BRL,,0.00,1.23,,,,43.44,0000026321,10619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117404
TurbiBR,TurbiBRCOM,4815466871864246,117434 | 8509511 | 128955 | 5 | FSN3833,mc,2019-01-05 18:47:58,BRST,SettledInstallment,4615467212218797,BRL,,140.58,1,BRL,,0.00,3.87,,,,136.71,0000026321,10619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117434
TurbiBR,TurbiBRCOM,4615466385157105,117412 | 8498752 | 128933 | 60 | GJQ7911,mc,2019-01-04 23:32:51,BRST,SettledInstallment,4715466519225447,BRL,,54.66,1,BRL,,0.00,1.50,,,,53.16,0000026321,10619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117412
TurbiBR,TurbiBRCOM,4515466233369747,117393 | 8529391 | 128914 | 34 | GAK2624,mc,2019-01-05 01:22:55,BRST,SettledInstallment,1515466585221641,BRL,,159.46,1,BRL,,0.00,4.39,,,,155.07,0000026321,10619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117393
TurbiBR,TurbiBRCOM,1715466355061613,117407 | 8526002 | 128928 | 44 | FOM1229,mc,2019-01-04 22:52:52,BRST,SettledInstallment,4615466495223235,BRL,,49.93,1,BRL,,0.00,1.37,,,,48.56,0000026321,10619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117407
TurbiBR,TurbiBRCOM,4715467132351735,117509 | 8525645 | 129030 | 36 | GFN9743,mc,2019-01-05 19:32:44,BRST,SettledInstallment,1515467239226275,BRL,,30.01,1,BRL,,0.00,0.83,,,,29.18,0000026321,10619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117509
TurbiBR,TurbiBRCOM,1815466057535582,117367 | 8505019 | 128888 | 22 | FWL2173,mc,2019-01-04 21:52:47,BRST,SettledInstallment,4615466459218155,BRL,,295.00,1,BRL,,0.00,8.11,,,,286.89,0000026321,10619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117367
TurbiBR,TurbiBRCOM,4315467232036362,117535 | 8530097 | 129056 | 49 | GDG8981,mc,2019-01-05 19:27:54,BRST,SettledInstallment,1615467236210859,BRL,,30.00,1,BRL,,0.00,0.82,,,,29.18,0000026321,10619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117535
TurbiBR,TurbiBRCOM,4815466447939894,117415 | 8501021 | 128936 | 19 | FJG9824,mc,2019-01-05 11:03:24,BRST,SettledInstallment,4615466933215256,BRL,,135.30,1,BRL,,0.00,3.72,,,,131.58,0000026321,10619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117415
TurbiBR,TurbiBRCOM,4315467232036362,117535 | 8530097 | 129056 | 49 | GDG8981,mc,2019-01-05 19:35:15,BRST,RefundedInstallment,1815467240650965,BRL,30.00,,1,BRL,30.00,,,,,,,,,mccredit,102,,,,,,,,Refund Request bookingId 117535
TurbiBR,TurbiBRCOM,4345488897800011,119840 | 8531724 | 131179 | 14 | GDW3904,mc,2019-01-30 23:36:52,BRST,SettledInstallment,1345488985613173,BRL,,37.94,1,BRL,,36.90,1.04,,,,,,,mcpremiumcredit,102,,,,,,,,Capture Request bookingId 119840
TurbiBR,TurbiBRCOM,1835466848293315,117426 | 8509851 | 128947 | 38 | GDT7856,mc,2019-01-05 13:57:58,BRST,SettledInstallment,1735467038208809,BRL,,50.57,1,BRL,,0.00,1.39,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117426
TurbiBR,TurbiBRCOM,1835466877332018,117436 | 8506473 | 128957 | 79 | EOK1195,mc,2019-01-05 14:43:18,BRST,SettledInstallment,1635467065459169,BRL,,59.18,1,BRL,,0.00,1.63,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117436
TurbiBR,TurbiBRCOM,1835466889536994,117442 | 8529113 | 128963 | 18 | FKD0105,mc,2019-01-05 16:07:52,BRST,SettledInstallment,4635467116205870,BRL,,66.00,1,BRL,,0.00,1.82,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117442
TurbiBR,TurbiBRCOM,1835466922139590,117451 | 8525670 | 128972 | 74 | BSZ2274,mc,2019-01-05 20:42:47,BRST,SettledInstallment,4835467281224175,BRL,,152.70,1,BRL,,0.00,4.20,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117451
TurbiBR,TurbiBRCOM,4535466794424192,117421 | 8505468 | 128942 | 34 | GAK2624,mc,2019-01-05 17:42:53,BRST,SettledInstallment,4635467173208072,BRL,,180.10,1,BRL,,0.00,4.95,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117421
TurbiBR,TurbiBRCOM,4635466241400091,117394 | 8524638 | 128915 | 72 | FWG4577,mc,2019-01-04 21:52:52,BRST,SettledInstallment,4335466459217354,BRL,,54.07,1,BRL,,0.00,1.49,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117394
TurbiBR,TurbiBRCOM,4535466887254555,117439 | 8529160 | 128960 | 42 | GCE5762,mc,2019-01-05 18:02:53,BRST,SettledInstallment,1635467185219279,BRL,,80.52,1,BRL,,0.00,2.21,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117439
TurbiBR,TurbiBRCOM,1335467107173136,117504 | 8501861 | 129025 | 67 | FVV7524,mc,2019-01-05 18:37:44,BRST,SettledInstallment,1335467206206365,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117504
TurbiBR,TurbiBRCOM,1835466997532240,117486 | 8525996 | 129007 | 62 | GJR9212,mc,2019-01-05 15:08:00,BRST,SettledInstallment,4735467080220847,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117486
TurbiBR,TurbiBRCOM,4535466952452324,117476 | 8496996 | 128997 | 65 | GCU7445,mc,2019-01-05 15:52:54,BRST,SettledInstallment,1835467107206386,BRL,,49.21,1,BRL,,0.00,1.35,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117476
TurbiBR,TurbiBRCOM,1735467189770532,117524 | 8530097 | 129045 | 49 | GDG8981,mc,2019-01-05 19:22:55,BRST,SettledInstallment,1835467233204529,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117524
TurbiBR,TurbiBRCOM,4535466370384604,117410 | 8502977 | 128931 | 31 | GDQ9684,mc,2019-01-04 22:32:59,BRST,SettledInstallment,1535466483227233,BRL,,38.35,1,BRL,,0.00,1.05,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117410
TurbiBR,TurbiBRCOM,4835466513255866,117418 | 8509068 | 128939 | 29 | GKH1148,mc,2019-01-05 03:37:52,BRST,SettledInstallment,4335466666224151,BRL,,74.58,1,BRL,,0.00,2.05,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117418
TurbiBR,TurbiBRCOM,1835466999672341,117487 | 8501801 | 129008 | 14 | GDW3904,mc,2019-01-05 16:37:52,BRST,SettledInstallment,4535467134209152,BRL,,38.62,1,BRL,,0.00,1.06,,,,,0000026321,30619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117487
TurbiBR,TurbiBRCOM,1325467050259470,117495 | 8499619 | 129016 | 10 | FQR9974,mc,2019-01-05 17:17:48,BRST,SettledInstallment,1825467158211196,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000026321,20619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117495
TurbiBR,TurbiBRCOM,1825466889567843,117443 | 8504967 | 128964 | 7 | GCW5563,mc,2019-01-05 15:43:01,BRST,SettledInstallment,1525467101218697,BRL,,183.62,1,BRL,,0.00,5.05,,,,,0000026321,20619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117443
TurbiBR,TurbiBRCOM,4325466866944972,117432 | 8529113 | 128953 | 18 | FKD0105,mc,2019-01-05 09:53:01,BRST,SettledInstallment,1825466891216587,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000026321,20619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117432
TurbiBR,TurbiBRCOM,1325467007013749,117489 | 8503146 | 129010 | 54 | GDP6156,mc,2019-01-05 16:53:03,BRST,SettledInstallment,4725467143218533,BRL,,55.72,1,BRL,,0.00,1.53,,,,,0000026321,20619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117489
TurbiBR,TurbiBRCOM,4525466960718205,117481 | 8503471 | 129002 | 29 | GKH1148,mc,2019-01-05 16:57:55,BRST,SettledInstallment,4725467146214067,BRL,,52.34,1,BRL,,0.00,1.44,,,,,0000026321,20619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117481
TurbiBR,TurbiBRCOM,1625466937734314,117466 | 8496344 | 128987 | 33 | FYM1511,mc,2019-01-05 14:22:59,BRST,SettledInstallment,1325467053211049,BRL,,30.81,1,BRL,,0.00,0.85,,,,,0000026321,20619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117466
TurbiBR,TurbiBRCOM,1825466365124655,117408 | 8521954 | 128929 | 76 | BPQ5217,mc,2019-01-05 02:57:43,BRST,SettledInstallment,1625466642219130,BRL,,17.25,1,BRL,,0.00,0.47,,,,,0000026321,20619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117408
TurbiBR,TurbiBRCOM,4325466919330211,117448 | 8529120 | 128969 | 1 | GDC4895,mc,2019-01-05 18:02:54,BRST,SettledInstallment,4825467185216444,BRL,,184.50,1,BRL,,0.00,5.07,,,,,0000026321,20619010503003829101,mccredit,102,,,,,,,,Capture Request bookingId 117448
TurbiBR,TurbiBRCOM,4325466866944972,117432 | 8529113 | 128953 | 18 | FKD0105,mc,2019-01-05 10:46:00,BRST,RefundedInstallment,1325466923005870,BRL,30.00,,1,BRL,30.00,,,,,,,,,mccredit,102,,,,,,,,Refund Request bookingId 117432
TurbiBR,TurbiBRCOM,1615467044638051,117494 | 8505392 | 129015 | 58 | GIV7241,mc,2019-01-05 23:12:45,BRST,SettledInstallment,1515467371210442,BRL,,210.00,1,BRL,,0.00,5.78,,,,204.22,0000026321,10619010602903829101,mccredit,102,,,,,,,,Capture Request bookingId 117494
TurbiBR,TurbiBRCOM,1815467129098096,117508 | 8497131 | 129029 | 43 | GCK0375,mc,2019-01-05 21:47:43,BRST,SettledInstallment,4315467320214970,BRL,,104.81,1,BRL,,0.00,2.88,,,,101.93,0000026321,10619010602903829101,mccredit,102,,,,,,,,Capture Request bookingId 117508
TurbiBR,TurbiBRCOM,4715466870853035,117433 | 8500156 | 128954 | 44 | FOM1229,mc,2019-01-05 21:17:53,BRST,SettledInstallment,4615467302211082,BRL,,82.20,1,BRL,,0.00,2.26,,,,79.94,0000026321,10619010602903829101,mccredit,102,,,,,,,,Capture Request bookingId 117433
TurbiBR,TurbiBRCOM,1515467186735252,117521 | 8507613 | 129042 | 42 | GCE5762,mc,2019-01-05 23:12:45,BRST,SettledInstallment,1715467371210168,BRL,,49.95,1,BRL,,0.00,1.37,,,,48.58,0000026321,10619010602903829101,mccredit,102,,,,,,,,Capture Request bookingId 117521
TurbiBR,TurbiBRCOM,4515466927139752,117455 | 8510272 | 128976 | 40 | FJC0776,mc,2019-01-05 22:37:51,BRST,SettledInstallment,1615467350210461,BRL,,114.70,1,BRL,,0.00,3.15,,,,111.55,0000026321,10619010602903829101,mccredit,102,,,,,,,,Capture Request bookingId 117455
TurbiBR,TurbiBRCOM,1615467014473158,117492 | 8502124 | 129013 | 24 | FPI7484,mc,2019-01-05 23:57:46,BRST,SettledInstallment,1315467398223313,BRL,,195.50,1,BRL,,0.00,5.38,,,,190.12,0000026321,10619010602903829101,mccredit,102,,,,,,,,Capture Request bookingId 117492
