Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,4815458209924081,116715 | 8496857 | 128236 | 19 | FJG9824,amex,2018-12-26 12:27:54,BRST,SettledInstallment,1615458344214909,BRL,,34.74,1,BRL,,33.78,0.96,,,,,,,amex,93,,,,,,,,Capture Request bookingId 116715
TurbiBR,TurbiBRCOM,4615454683328933,116444 | 8503631 | 127965 | 72 | FWG4577,amex,2018-12-25 22:23:31,BRST,SettledInstallment,1715457837219291,BRL,,485.55,1,BRL,,472.20,13.35,,,,,,,amex,93,,,,,,,,Capture Request bookingId 116444
TurbiBR,TurbiBRCOM,4515430597405174,114321 | 8510397 | 125844 | 58 | GIV7241,amex,2018-12-26 08:24:04,BRST,RefundedInstallment,1715458197972099,BRL,30.78,,1,BRL,30.78,,,,,,,,,amex,93,,,,,,,,114321 | 8510397 | 125844 | 58 | GIV7241
TurbiBR,TurbiBRCOM,1615458811699202,116793 | 8503631 | 128314 | 72 | FWG4577,amex,2018-12-27 03:12:56,BRST,SettledInstallment,1815458875224531,BRL,,30.00,1,BRL,,0.00,0.82,,,,29.18,0000025429,14818122702700740101,amex,93,,,,,,,,Capture Request bookingId 116793
TurbiBR,TurbiBRCOM,1615458742866441,116791 | 8503631 | 128312 | 37 | GHQ9495,amex,2018-12-26 23:59:41,BRST,RefundedInstallment,4615458759412653,BRL,30.00,,1,BRL,30.00,,,,,,,,,amex,93,,,,,,,,Refund Request bookingId 116791
TurbiBR,TurbiBRCOM,4515458515490226,116758 | 8503631 | 128279 | 37 | GHQ9495,amex,2018-12-26 23:32:55,BRST,SettledInstallment,4815458743218164,BRL,,86.67,1,BRL,,0.00,2.38,,,,84.29,0000025429,14818122702700740101,amex,93,,,,,,,,Capture Request bookingId 116758
TurbiBR,TurbiBRCOM,1615458742866441,116791 | 8503631 | 128312 | 37 | GHQ9495,amex,2018-12-26 23:37:44,BRST,SettledInstallment,4715458746219970,BRL,,30.00,1,BRL,,0.00,0.82,,,,29.18,0000025429,14818122702700740101,amex,93,,,,,,,,Capture Request bookingId 116791
TurbiBR,TurbiBRCOM,1315441173990156,115134 | 8499634 | 126656 | 24 | FPI7484,amex,2018-12-28 14:47:43,BRST,RefundedInstallment,1315460156025905,BRL,163.00,,1,BRL,163.00,,,,,,,,,amex,93,,,,,,,,Refund Request bookingId 115134
TurbiBR,TurbiBRCOM,4715442088418242,115134 | 8499634 | 126656 | 24 | FPI7484,amex,2018-12-28 15:00:23,BRST,RefundedInstallment,4615460163200229,BRL,104.49,,1,BRL,104.49,,,,,,,,,amex,93,,,,,,,,Refund Request bookingId 115134
TurbiBR,TurbiBRCOM,4715460057306677,116917 | 8501510 | 128438 | 42 | GCE5762,amex,2018-12-28 15:33:01,BRST,SettledInstallment,4515460183216263,BRL,,36.55,1,BRL,,35.54,1.01,,,,,,,amex,93,,,,,,,,Capture Request bookingId 116917
TurbiBR,TurbiBRCOM,1715441650418701,115134 | 8499634 | 126656 | 24 | FPI7484,amex,2018-12-28 14:53:01,BRST,RefundedInstallment,4615460159282942,BRL,144.06,,1,BRL,144.06,,,,,,,,,amex,93,,,,,,,,Refund Request bookingId 115134
TurbiBR,TurbiBRCOM,1615442526404074,115134 | 8499634 | 126656 | 24 | FPI7484,amex,2018-12-28 15:07:55,BRST,RefundedInstallment,1615460168200287,BRL,137.60,,1,BRL,137.60,,,,,,,,,amex,93,,,,,,,,Refund Request bookingId 115134
TurbiBR,TurbiBRCOM,,,,2019-01-25 01:32:11,BRST,Balancetransfer,Balancetransfer,,,,,BRL,,68.41,,,,,,,,,93,,,,,,,,Balancetransfer to batch 96
