Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,1745421428001561,Authorise Request bookingId 113568,visa,2018-11-13 19:00:57,BRST,SettledInstallment,1645421428018160,BRL,,41.01,1,BRL,,39.88,1.13,,,,,,,visapremiumcredit,41,,,,,,,,Capture Request  bookingId 113568
TurbiBR,TurbiBRCOM,4745421365016519,Authorise Request bookingId 113558,visa,2018-11-13 17:15:53,BRST,SettledInstallment,4745421365022285,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,visapremiumcredit,41,,,,,,,,Capture Request  bookingId 113558
TurbiBR,TurbiBRCOM,4825421359006529,Authorise Request bookingId 113539,visa,2018-11-13 17:05:56,BRST,SettledInstallment,4625421359011448,BRL,,73.90,1,BRL,,71.87,2.03,,,,,,,visastandardcredit,41,,,,,,,,Capture Request  bookingId 113539
TurbiBR,TurbiBRCOM,1845421602000115,Authorise Request bookingId 113589,visa,2018-11-13 23:50:55,BRST,SettledInstallment,1545421602013269,BRL,,24.49,1,BRL,,23.82,0.67,,,,,,,visapremiumcredit,41,,,,,,,,Capture Request  bookingId 113589
TurbiBR,TurbiBRCOM,1625421539023384,Authorise Request bookingId 113570,visa,2018-11-13 22:06:00,BRST,SettledInstallment,1625421539100224,BRL,,164.69,1,BRL,,160.16,4.53,,,,,,,visastandardcredit,41,,,,,,,,Capture Request  bookingId 113570
TurbiBR,TurbiBRCOM,1335422118012716,Authorise Request bookingId 113612,visa,2018-11-14 14:12:16,BRST,SettledInstallment,1335422118023002,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,visapremiumcredit,41,,,,,,,,Capture Request  bookingId 113612
TurbiBR,TurbiBRCOM,1515422952010729,Authorise Request bookingId 113694,visa,2018-11-15 13:20:46,BRST,SettledInstallment,1515422952019563,BRL,,43.91,1,BRL,,42.70,1.21,,,,,,,visapremiumcredit,41,,,,,,,,Capture Request  bookingId 113694
TurbiBR,TurbiBRCOM,1615422364026957,Authorise Request bookingId 113606,visa,2018-11-14 21:00:55,BRST,SettledInstallment,1515422364034754,BRL,,150.40,1,BRL,,0.00,4.14,,,,146.26,0000022052,10518111502802313101,visacorporatecredit,41,,,,,,,,Capture Request  bookingId 113606
TurbiBR,TurbiBRCOM,1835422508006935,Authorise Request bookingId 113652,visa,2018-11-15 01:00:47,BRST,SettledInstallment,1535422508018230,BRL,,66.66,1,BRL,,64.83,1.83,,,,,,,visapremiumcredit,41,,,,,,,,Capture Request  bookingId 113652
TurbiBR,TurbiBRCOM,1535422538011163,Authorise Request bookingId 113659,visa,2018-11-15 01:50:56,BRST,SettledInstallment,1835422538029410,BRL,,31.09,1,BRL,,30.23,0.86,,,,,,,visapremiumcredit,41,,,,,,,,Capture Request  bookingId 113659
TurbiBR,TurbiBRCOM,4835422769019902,Authorise Request bookingId 113584,visa,2018-11-15 08:25:01,BRST,SettledInstallment,4635422769026461,BRL,,190.40,1,BRL,,185.16,5.24,,,,,,,visapremiumcredit,41,,,,,,,,Capture Request  bookingId 113584
TurbiBR,TurbiBRCOM,,"Payout Date=2018-12-17, Bank=341, Branch=8886, Account=253338",,2018-12-14 02:02:20,BRST,MerchantPayout,"TX23689341973XT batch 41, TurbiBRCOM batch 41, TurbiBRCOM",,,,,BRL,677.01,,,,,,,,,,41,,,,,,,,
