Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,,,,2019-01-29 01:05:17,BRST,Balancetransfer,Balancetransfer,,,,,BRL,610.55,,,,,,,,,,99,,,,,,,,Balancetransfer from batch 95
TurbiBR,TurbiBRCOM,1715463790479781,115951 | 8509748 | 127471 | 2 | FXT8846,visa,2019-01-01 19:45:03,BRST,SettledInstallment,1315463790488943,BRL,,75.00,1,BRL,,0.00,2.06,,,,72.94,0000025675,10519010102802313101,visapremiumcredit,99,,,,,,,,Capture Request bookingId 115951
TurbiBR,TurbiBRCOM,1815462497444428,117185 | 8529432 | 128706 | 44 | FOM1229,visa,2019-01-01 17:42:48,BRST,SettledInstallment,4815463717219032,BRL,,316.44,1,BRL,,0.00,8.70,,,,307.74,0000025675,10519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 117185
TurbiBR,TurbiBRCOM,4835462633553819,117198 | 8507829 | 128719 | 27 | GIE0915,visa,2019-01-01 19:57:46,BRST,SettledInstallment,1835463798204830,BRL,,1150.07,1,BRL,,0.00,31.63,,,,,0000025675,30519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 117198
TurbiBR,TurbiBRCOM,1835463701266520,117242 | 8508068 | 128763 | 24 | FPI7484,visa,2019-01-01 19:52:44,BRST,SettledInstallment,4635463795208350,BRL,,50.00,1,BRL,,0.00,1.38,,,,,0000025675,30519010102802313101,visasuperpremiumcredit,99,,,,,,,,Capture Request bookingId 117242
TurbiBR,TurbiBRCOM,1735462012775303,117161 | 8529425 | 128682 | 19 | FJG9824,visa,2019-01-01 18:32:47,BRST,SettledInstallment,4735463747213440,BRL,,394.30,1,BRL,,0.00,10.84,,,,,0000025675,30519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 117161
TurbiBR,TurbiBRCOM,1845462518740071,117186 | 8498733 | 128707 | 77 | EJX6826,visa,2019-01-01 16:37:59,BRST,SettledInstallment,4845463678209810,BRL,,256.22,1,BRL,,0.00,7.05,,,,,0000025675,40519010102802313101,visapremiumcredit,99,,,,,,,,Capture Request bookingId 117186
TurbiBR,TurbiBRCOM,1645459404425561,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4745463783219325,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,4745460967641480,117059 | 8529084 | 128580 | 33 | FYM1511,visa,2019-01-01 09:02:55,BRST,SettledInstallment,1345463405218457,BRL,,452.09,1,BRL,,0.00,12.43,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 117059
TurbiBR,TurbiBRCOM,1745456782415718,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4345463783211292,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,4845460718403510,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4645463783215704,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,1645463433698339,117221 | 8502436 | 128742 | 20 | FUD3683,visa,2019-01-01 19:02:55,BRST,SettledInstallment,1545463765216446,BRL,,150.06,1,BRL,,0.00,4.13,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 117221
TurbiBR,TurbiBRCOM,4345459842407541,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4845463783214507,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,1645456344411073,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4745463783212585,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,1545458534421665,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4845463783214499,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,4645461594415414,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4845463783219910,BRL,,1.73,1,BRL,,0.00,0.05,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,1845454179149825,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4345463783216747,BRL,,668.80,1,BRL,,0.00,18.39,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,4345458096439101,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4645463783211216,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,1645461156415162,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4545463783210714,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,1745460280412045,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4645463783211224,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,1345457220408038,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4745463783219358,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,4345457658409130,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4645463783211232,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
TurbiBR,TurbiBRCOM,4745458972410297,116389 | 8511659 | 127910 | 52 | FKC3114,visa,2019-01-01 19:32:53,BRST,SettledInstallment,4545463783218527,BRL,,100.00,1,BRL,,0.00,2.75,,,,,0000025675,40519010102802313101,visastandardcredit,99,,,,,,,,Capture Request bookingId 116389
