Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,,,,2018-12-18 03:29:22,BRST,Balancetransfer,Balancetransfer,,,,,BRL,108.82,,,,,,,,,,48,,,,,,,,Balancetransfer from batch 45
TurbiBR,TurbiBRCOM,4525426849012352,Authorise Request bookingId 114057,visa,2018-11-20 01:35:51,BRST,SettledInstallment,4725426849020841,BRL,,37.12,1,BRL,,0.00,1.02,,,,,0000022052,20518112002802313101,visacommercialpremiumcredit,48,,,,,,,,Capture Request  bookingId 114057
TurbiBR,TurbiBRCOM,4325427500619685,Authorise Request bookingId 114078,visa,2018-11-20 19:41:54,BRST,SettledInstallment,4325427500629890,BRL,,128.40,1,BRL,,0.00,3.53,,,,,0000022052,20518112002802313401,visapremiumcredit,48,,,,,,,,Capture Request  bookingId 114078
TurbiBR,TurbiBRCOM,4835426813000677,Authorise Request bookingId 114019,visa,2018-11-20 00:35:51,BRST,SettledInstallment,4635426813019166,BRL,,133.79,1,BRL,,0.00,3.68,,,,,0000022052,30518112002802313101,visapremiumcredit,48,,,,,,,,Capture Request  bookingId 114019
TurbiBR,TurbiBRCOM,1335427602615197,Authorise Request bookingId 114100,visa,2018-11-20 22:31:42,BRST,SettledInstallment,1835427602613817,BRL,,46.75,1,BRL,,0.00,1.29,,,,,0000022052,30518112102802313101,visastandardcredit,48,,,,,,,,Capture Request  bookingId 114100
TurbiBR,TurbiBRCOM,1625427632609458,Authorise Request bookingId 114076,visa,2018-11-20 23:21:47,BRST,SettledInstallment,1725427632620231,BRL,,205.00,1,BRL,,0.00,5.64,,,,,0000022052,20518112102802313101,visapremiumcredit,48,,,,,,,,Capture Request  bookingId 114076
TurbiBR,TurbiBRCOM,1615427551618417,Authorise Request bookingId 114083,visa,2018-11-20 21:06:50,BRST,SettledInstallment,1715427551627219,BRL,,113.70,1,BRL,,0.00,3.13,,,,110.57,0000022052,10518112102802313101,visastandardcredit,48,,,,,,,,Capture Request  bookingId 114083
TurbiBR,TurbiBRCOM,1645427656615148,Authorise Request bookingId 114008,visa,2018-11-21 00:01:41,BRST,SettledInstallment,1845427656614867,BRL,,330.51,1,BRL,,321.42,9.09,,,,,,,visapremiumcredit,48,,,,,,,,Capture Request  bookingId 114008
TurbiBR,TurbiBRCOM,,"Payout Date=2018-12-24, Bank=341, Branch=8886, Account=253338",,2018-12-21 02:20:14,BRST,MerchantPayout,"TX23806861711XT batch 48, TurbiBRCOM batch 48, TurbiBRCOM",,,,,BRL,212.60,,,,,,,,,,48,,,,,,,,
