Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,,,,2018-12-07 02:09:28,BRST,Balancetransfer,Balancetransfer,,,,,BRL,,142.13,,,,,,,,,37,,,,,,,,Balancetransfer from batch 34
TurbiBR,TurbiBRCOM,4845418823400029,Authorise Request bookingId 113267,visa,2018-11-10 18:40:05,BRST,SettledInstallment,4545418823423263,BRL,,40.54,1,BRL,,39.43,1.11,,,,,,,visastandardcredit,37,,,,,,,,Capture Request  bookingId 113267
TurbiBR,TurbiBRCOM,1345419729413679,Authorise Request bookingId 113378,visa,2018-11-11 19:50:30,BRST,SettledInstallment,1345419729416078,BRL,,221.45,1,BRL,,215.36,6.09,,,,,,,visastandardcredit,37,,,,,,,,Capture Request  bookingId 113378
TurbiBR,TurbiBRCOM,1835419276418490,Authorise Request bookingId 113342,visa,2018-11-11 07:14:54,BRST,SettledInstallment,1535419276426785,BRL,,98.28,1,BRL,,95.58,2.70,,,,,,,visastandardcredit,37,,,,,,,,Capture Request  bookingId 113342
TurbiBR,TurbiBRCOM,4725419654419828,Authorise Request bookingId 113409,visa,2018-11-11 17:44:49,BRST,SettledInstallment,4625419654420124,BRL,,151.42,1,BRL,,147.26,4.16,,,,,,,visastandardcredit,37,,,,,,,,Capture Request  bookingId 113409
TurbiBR,TurbiBRCOM,1715419672413553,Authorise Request bookingId 113406,visa,2018-11-11 18:14:54,BRST,SettledInstallment,1315419672425643,BRL,,40.08,1,BRL,,38.98,1.10,,,,,,,visapremiumcredit,37,,,,,,,,Capture Request  bookingId 113406
TurbiBR,TurbiBRCOM,4615420413405473,Authorise Request bookingId 113484,visa,2018-11-12 14:50:01,BRST,SettledInstallment,4715420413412072,BRL,,58.15,1,BRL,,56.55,1.60,,,,,,,visastandardcredit,37,,,,,,,,Capture Request  bookingId 113484
TurbiBR,TurbiBRCOM,,"Payout Date=2018-12-12, Bank=341, Branch=8886, Account=253338",,2018-12-11 01:18:03,BRST,MerchantPayout,"TX23637072721XT batch 37, TurbiBRCOM batch 37, TurbiBRCOM",,,,,BRL,735.29,,,,,,,,,,37,,,,,,,,
