Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,1515445445180965,115523 | 8522589 | 127044 | 28 | GKE6583,visa,2018-12-11 16:37:56,BRST,SettledInstallment,4715445534218330,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,visapremiumcredit,75,,,,,,,,Capture Request bookingId 115523
TurbiBR,TurbiBRCOM,4815445473746415,115525 | 8499406 | 127046 | 42 | GCE5762,visa,2018-12-11 19:22:55,BRST,SettledInstallment,1315445633201617,BRL,,107.91,1,BRL,,104.94,2.97,,,,,,,visacorporatecredit,75,,,,,,,,Capture Request bookingId 115525
TurbiBR,TurbiBRCOM,1725444579409767,115468 | 8499406 | 126989 | 3 | GFF2698,visa,2018-12-10 22:47:50,BRST,SettledInstallment,4625444892215680,BRL,,159.01,1,BRL,,154.64,4.37,,,,,,,visacorporatecredit,75,,,,,,,,Capture Request bookingId 115468
TurbiBR,TurbiBRCOM,1325445589123441,115154 | 8496002 | 126676 | 4 | GIE2734,visa,2018-12-11 18:09:31,BRST,SettledInstallment,1325445589135577,BRL,,75.00,1,BRL,,72.94,2.06,,,,,,,visastandardcredit,75,,,,,,,,Capture Request bookingId 115154
TurbiBR,TurbiBRCOM,4325445307749661,115511 | 8522881 | 127032 | 55 | FKS8658,visa,2018-12-11 12:17:58,BRST,SettledInstallment,1625445378201827,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,visastandardcredit,75,,,,,,,,Capture Request bookingId 115511
TurbiBR,TurbiBRCOM,1545442103505892,115206 | 8501999 | 126728 | 49 | GDG8981,visa,2018-12-10 09:22:54,BRST,SettledInstallment,1845444409212782,BRL,,552.18,1,BRL,,537.00,15.18,,,,,,,visastandardcredit,75,,,,,,,,Capture Request bookingId 115206
TurbiBR,TurbiBRCOM,4845444471085045,115454 | 8505707 | 126975 | 18 | FKD0105,visa,2018-12-10 17:57:55,BRST,SettledInstallment,1645444718212731,BRL,,123.23,1,BRL,,119.84,3.39,,,,,,,visacommercialcredit,75,,,,,,,,Capture Request bookingId 115454
TurbiBR,TurbiBRCOM,1645444457275154,114709 | 8503479 | 126231 | 41 | FCC3441,visa,2018-12-10 10:43:00,BRST,SettledInstallment,1845444457285862,BRL,,684.25,1,BRL,,665.43,18.82,,,,,,,visastandardcredit,75,,,,,,,,Capture Request bookingId 114709
TurbiBR,TurbiBRCOM,1345444590570175,115470 | 8893 | 126991 | 47 | GET4023,visa,2018-12-10 18:57:51,BRST,SettledInstallment,4645444754208993,BRL,,65.93,1,BRL,,64.12,1.81,,,,,,,visastandardcredit,75,,,,,,,,Capture Request bookingId 115470
TurbiBR,TurbiBRCOM,4335444750033721,115484 | 8509271 | 127005 | 54 | GDP6156,visa,2018-12-10 22:32:56,BRST,SettledInstallment,4535444883214295,BRL,,30.67,1,BRL,,29.83,0.84,,,,,,,visapremiumcredit,75,,,,,,,,Capture Request bookingId 115484
TurbiBR,TurbiBRCOM,1835445280603884,115508 | 8496002 | 127029 | 4 | GIE2734,visa,2018-12-11 16:42:58,BRST,SettledInstallment,4535445537211884,BRL,,117.45,1,BRL,,114.22,3.23,,,,,,,visastandardcredit,75,,,,,,,,Capture Request bookingId 115508
TurbiBR,TurbiBRCOM,1735445220486284,115500 | 8497293 | 127021 | 35 | GEP0747,visa,2018-12-11 13:03:02,BRST,SettledInstallment,4535445405215843,BRL,,51.92,1,BRL,,50.49,1.43,,,,,,,visasuperpremiumcredit,75,,,,,,,,Capture Request bookingId 115500
TurbiBR,TurbiBRCOM,1735444854465219,115497 | 8525348 | 127018 | 36 | GFN9743,visa,2018-12-10 22:57:56,BRST,SettledInstallment,4735444898215749,BRL,,10.00,1,BRL,,9.72,0.28,,,,,,,visastandardcredit,75,,,,,,,,Capture Request bookingId 115497
TurbiBR,TurbiBRCOM,4725440150692080,115043 | 8503207 | 126565 | 59 | GFT1399,visa,2018-12-21 23:42:26,BRST,RefundedInstallment,1825454429038673,BRL,50.00,,1,BRL,50.00,,,,,,,,,visapremiumcredit,75,,,,,,,,Refund Request bookingId 115043
TurbiBR,TurbiBRCOM,4335443629168346,115387 | 8526939 | 126908 | 44 | FOM1229,visa,2018-12-12 19:37:52,BRST,RefundedInstallment,4535446506142241,BRL,50.00,,1,BRL,50.00,,,,,,,,,visastandardcredit,75,,,,,,,,Refund Request bookingId 115387
TurbiBR,TurbiBRCOM,1845445249865937,115503 | 8496002 | 127024 | 4 | GIE2734,visa,2018-12-11 09:02:51,BRST,SettledInstallment,4345445261212603,BRL,,50.00,1,BRL,,48.62,1.38,,,,,,,visastandardcredit,75,,,,,,,,Capture Request bookingId 115503
TurbiBR,TurbiBRCOM,1845445249865937,115503 | 8496002 | 127024 | 4 | GIE2734,visa,2018-12-11 11:32:23,BRST,RefundedInstallment,1745445350885790,BRL,50.00,,1,BRL,50.00,,,,,,,,,visastandardcredit,75,,,,,,,,Refund Request bookingId 115503
TurbiBR,TurbiBRCOM,1315445406140810,115522 | 8504499 | 127043 | 3 | GFF2698,visa,2018-12-11 21:27:52,BRST,SettledInstallment,1615445708216398,BRL,,140.67,1,BRL,,136.80,3.87,,,,,,,visastandardcredit,75,,,,,,,,Capture Request bookingId 115522
TurbiBR,TurbiBRCOM,4315446325256780,115597 | 8526971 | 127118 | 7 | GCW5563,visa,2018-12-12 15:13:38,BRST,RefundedInstallment,4815446347696505,BRL,30.00,,1,BRL,30.00,,,,,,,,,visapremiumcredit,75,,,,,,,,Refund Request bookingId 115597
TurbiBR,TurbiBRCOM,4315446319481600,115596 | 8500957 | 127117 | 39 | FSQ3098,visa,2018-12-12 19:27:58,BRST,SettledInstallment,1815446500201768,BRL,,100.83,1,BRL,,98.06,2.77,,,,,,,visapremiumcredit,75,,,,,,,,Capture Request bookingId 115596
