Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,,,,2019-01-15 01:55:44,BRST,Balancetransfer,Balancetransfer,,,,,BRL,,2031.83,,,,,,,,,84,,,,,,,,Balancetransfer from batch 80
TurbiBR,TurbiBRCOM,1715451229629365,116089 | 8498673 | 127609 | 3 | GFF2698,visa,2018-12-18 09:47:44,BRST,SettledInstallment,4815451336206894,BRL,,50.00,1,BRL,,48.62,1.38,,,,,,,visapremiumcredit,84,,,,,,,,Capture Request bookingId 116089
TurbiBR,TurbiBRCOM,1515451415101544,116110 | 8501424 | 127630 | 42 | GCE5762,visa,2018-12-18 14:18:03,BRST,SettledInstallment,4615451498202378,BRL,,30.00,1,BRL,,29.18,0.82,,,,,,,visapremiumcredit,84,,,,,,,,Capture Request bookingId 116110
TurbiBR,TurbiBRCOM,1815451280697284,116095 | 8510138 | 127615 | 43 | GCK0375,visa,2018-12-18 12:12:52,BRST,SettledInstallment,4515451423215090,BRL,,48.75,1,BRL,,47.41,1.34,,,,,,,visapremiumcredit,84,,,,,,,,Capture Request bookingId 116095
TurbiBR,TurbiBRCOM,1515450811011687,116069 | 8497293 | 127589 | 4 | GIE2734,visa,2018-12-18 19:58:14,BRST,SettledInstallment,4615451702275715,BRL,,83.70,1,BRL,,81.40,2.30,,,,,,,visasuperpremiumcredit,84,,,,,,,,Capture Request bookingId 116069
TurbiBR,TurbiBRCOM,4715450904007248,116084 | 8501048 | 127604 | 3 | GFF2698,visa,2018-12-17 22:22:50,BRST,SettledInstallment,1815450925219538,BRL,,50.00,1,BRL,,48.62,1.38,,,,,,,visasuperpremiumcredit,84,,,,,,,,Capture Request bookingId 116084
TurbiBR,TurbiBRCOM,4515450944414984,115856 | 8524341 | 127376 | 54 | GDP6156,visa,2018-12-18 20:47:49,BRST,SettledInstallment,1515451732216371,BRL,,16.48,1,BRL,,16.03,0.45,,,,,,,visastandardcredit,84,,,,,,,,Capture Request bookingId 115856
TurbiBR,TurbiBRCOM,1815448781045724,115856 | 8524341 | 127376 | 54 | GDP6156,visa,2018-12-18 20:47:49,BRST,SettledInstallment,1815451732210793,BRL,,668.80,1,BRL,,650.41,18.39,,,,,,,visastandardcredit,84,,,,,,,,Capture Request bookingId 115856
TurbiBR,TurbiBRCOM,4715448811596808,115861 | 8509748 | 127381 | 29 | GKH1148,visa,2018-12-28 16:47:42,BRST,RefundedInstallment,1315460228089103,BRL,50.00,,1,BRL,50.00,,,,,,,,,visapremiumcredit,84,,,,,,,,Refund Request bookingId 115861
TurbiBR,TurbiBRCOM,1615448251848831,115787 | 8497348 | 127308 | 36 | GFN9743,visa,2019-01-01 19:43:19,BRST,RefundedInstallment,4715463789506010,BRL,39.52,,1,BRL,39.52,,,,,,,,,visastandardcredit,84,,,,,,,,115787 | 8497348 | 127308 | 36 | GFN9743
