Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,,,,2019-01-18 01:43:32,BRST,Balancetransfer,Balancetransfer,,,,,BRL,,875.80,,,,,,,,,89,,,,,,,,Balancetransfer from batch 85
TurbiBR,TurbiBRCOM,4515454226362879,116395 | 8498953 | 127916 | 54 | GDP6156,amex,2018-12-22 00:12:48,BRST,SettledInstallment,1615454447208591,BRL,,88.23,1,BRL,,0.00,2.43,,,,85.80,0000025215,14818122202700740101,amex,89,,,,,,,,Capture Request bookingId 116395
TurbiBR,TurbiBRCOM,4515454322612391,116420 | 8527436 | 127941 | 47 | GET4023,amex,2018-12-22 19:52:51,BRST,SettledInstallment,1715455155216550,BRL,,186.10,1,BRL,,0.00,5.12,,,,180.98,0000025215,14818122202700740101,amex,89,,,,,,,,Capture Request bookingId 116420
TurbiBR,TurbiBRCOM,4315455904320800,116594 | 8520857 | 128115 | 42 | GCE5762,amex,2018-12-23 17:22:56,BRST,SettledInstallment,1715455929210970,BRL,,30.00,1,BRL,,0.00,0.82,,,,29.18,0000024986,14818122302900740101,amex,89,,,,,,,,Capture Request bookingId 116594
TurbiBR,TurbiBRCOM,1615454866105468,116492 | 8508234 | 128013 | 5 | FSN3833,amex,2018-12-22 21:07:56,BRST,SettledInstallment,1615455200215004,BRL,,151.88,1,BRL,,0.00,4.18,,,,147.70,0000024986,14818122302900740101,amex,89,,,,,,,,Capture Request bookingId 116492
TurbiBR,TurbiBRCOM,1615446906418141,115134 | 8499634 | 126656 | 24 | FPI7484,amex,2018-12-23 21:02:51,BRST,SettledInstallment,1715456061217195,BRL,,200.00,1,BRL,,0.00,5.50,,,,194.50,0000024986,14818122402800740101,amex,89,,,,,,,,Capture Request bookingId 115134
TurbiBR,TurbiBRCOM,1615442526404074,115134 | 8499634 | 126656 | 24 | FPI7484,amex,2018-12-23 21:02:51,BRST,SettledInstallment,1515456061217692,BRL,,200.00,1,BRL,,0.00,5.50,,,,194.50,0000024986,14818122402800740101,amex,89,,,,,,,,Capture Request bookingId 115134
TurbiBR,TurbiBRCOM,4715442088418242,115134 | 8499634 | 126656 | 24 | FPI7484,amex,2018-12-23 21:02:51,BRST,SettledInstallment,1815456061216162,BRL,,200.00,1,BRL,,0.00,5.50,,,,194.50,0000024986,14818122402800740101,amex,89,,,,,,,,Capture Request bookingId 115134
TurbiBR,TurbiBRCOM,1715443840419789,115134 | 8499634 | 126656 | 24 | FPI7484,amex,2018-12-23 21:02:51,BRST,SettledInstallment,1715456061217211,BRL,,200.00,1,BRL,,0.00,5.50,,,,194.50,0000024986,14818122402800740101,amex,89,,,,,,,,Capture Request bookingId 115134
TurbiBR,TurbiBRCOM,4715443402417332,115134 | 8499634 | 126656 | 24 | FPI7484,amex,2018-12-23 21:02:51,BRST,SettledInstallment,1815456061212237,BRL,,200.00,1,BRL,,0.00,5.50,,,,194.50,0000024986,14818122402800740101,amex,89,,,,,,,,Capture Request bookingId 115134
