Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,1615471293091285,117940 | 8528986 | 129415 | 66 | GHH6346,visa,2019-01-10 22:13:45,BRST,SettledInstallment,4715471655811760,BRL,,111.20,1,BRL,,0.00,3.06,,,,108.14,0000027487,10519011102802313101,visastandardcredit,113,,,,,,,,Capture Request bookingId 117940
TurbiBR,TurbiBRCOM,1615472022973827,118018 | 8530021 | 129488 | 28 | GKE6583,visa,2019-01-11 17:04:02,BRST,SettledInstallment,1815472333818164,BRL,,94.70,1,BRL,,0.00,2.60,,,,92.10,0000027487,10519011102802313101,visastandardcredit,113,,,,,,,,Capture Request bookingId 118018
TurbiBR,TurbiBRCOM,4815472274532596,118052 | 8520584 | 129521 | 29 | GKH1148,visa,2019-01-11 17:38:45,BRST,SettledInstallment,4615472354818313,BRL,,20.00,1,BRL,,0.00,0.55,,,,19.45,0000027487,10519011102802313101,visastandardcredit,113,,,,,,,,Capture Request bookingId 118052
TurbiBR,TurbiBRCOM,1515472385127129,118097 | 8498924 | 129561 | 40 | FJC0776,visa,2019-01-11 20:43:48,BRST,SettledInstallment,1515472465802732,BRL,,20.00,1,BRL,,0.00,0.55,,,,19.45,0000027487,10519011102802313101,visapremiumcredit,113,,,,,,,,Capture Request bookingId 118097
TurbiBR,TurbiBRCOM,4515472374732875,118092 | 8457 | 129556 | 7 | GCW5563,visa,2019-01-11 19:43:56,BRST,SettledInstallment,1815472429812006,BRL,,60.32,1,BRL,,0.00,1.66,,,,58.66,0000027487,10519011102802313101,visapremiumcredit,113,,,,,,,,Capture Request bookingId 118092
TurbiBR,TurbiBRCOM,1345471581090491,117995 | 8496848 | 129465 | 84 | EQD4003,visa,2019-01-11 11:03:57,BRST,SettledInstallment,4645472117818992,BRL,,97.88,1,BRL,,0.00,2.69,,,,,0000027487,40519011102802313101,visastandardcredit,113,,,,,,,,Capture Request bookingId 117995
TurbiBR,TurbiBRCOM,1545471495878575,117970 | 8509807 | 129445 | 47 | GET4023,visa,2019-01-11 07:48:56,BRST,SettledInstallment,4545472000814208,BRL,,128.75,1,BRL,,0.00,3.54,,,,,0000027487,40519011102802313101,visastandardcredit,113,,,,,,,,Capture Request bookingId 117970
TurbiBR,TurbiBRCOM,1345472007689601,118015 | 8525668 | 129485 | 18 | FKD0105,visa,2019-01-11 12:58:54,BRST,SettledInstallment,1345472186818039,BRL,,63.45,1,BRL,,0.00,1.74,,,,,0000027487,40519011102802313101,visapremiumcredit,113,,,,,,,,Capture Request bookingId 118015
TurbiBR,TurbiBRCOM,1345471604506267,117998 | 8520067 | 129468 | 55 | FKS8658,visa,2019-01-11 00:03:58,BRST,SettledInstallment,4545471721805370,BRL,,35.71,1,BRL,,0.00,0.98,,,,,0000027487,40519011102802313101,visapremiumcredit,113,,,,,,,,Capture Request bookingId 117998
TurbiBR,TurbiBRCOM,4545471542757503,117981 | 8522626 | 129451 | 14 | GDW3904,visa,2019-01-10 23:53:53,BRST,SettledInstallment,1845471715817608,BRL,,49.90,1,BRL,,0.00,1.37,,,,,0000027487,40519011102802313101,visastandardcredit,113,,,,,,,,Capture Request bookingId 117981
