Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Advanced (NC),Advancement Code,Advancement Batch,Payment Method Variant,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Modification Merchant Reference
TurbiBR,TurbiBRCOM,1715427449619501,Authorise Request bookingId 113829,mc,2018-11-20 18:16:59,BRST,SettledInstallment,1515427449622432,BRL,,514.77,1,BRL,,500.61,14.16,,,,,,,mccredit,49,,,,,,,,Capture Request  bookingId 113829
TurbiBR,TurbiBRCOM,4715426846017396,Authorise Request bookingId 114053,mc,2018-11-20 01:30:59,BRST,SettledInstallment,4315426846026581,BRL,,109.49,1,BRL,,0.00,3.01,,,,106.48,0000022051,10618112002803829101,mccredit,49,,,,,,,,Capture Request  bookingId 114053
TurbiBR,TurbiBRCOM,4535427269011336,Authorise Request bookingId 114068,mc,2018-11-20 13:18:57,BRST,SettledInstallment,4535427269021632,BRL,,40.24,1,BRL,,0.00,1.11,,,,,0000022051,30618112002803829301,mccredit,49,,,,,,,,Capture Request  bookingId 114068
TurbiBR,TurbiBRCOM,4735427401622253,Authorise Request bookingId 114081,mc,2018-11-20 17:00:49,BRST,SettledInstallment,4835427401632616,BRL,,110.71,1,BRL,,0.00,3.04,,,,,0000022051,30618112002803829401,mccredit,49,,,,,,,,Capture Request  bookingId 114081
TurbiBR,TurbiBRCOM,1335427482608312,Authorise Request bookingId 114097,mc,2018-11-20 19:11:51,BRST,SettledInstallment,1535427482612171,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000022051,30618112002803829401,mccredit,49,,,,,,,,Capture Request  bookingId 114097
TurbiBR,TurbiBRCOM,1635427347028174,Authorise Request bookingId 114077,mc,2018-11-20 15:30:44,BRST,SettledInstallment,1535427347023382,BRL,,41.26,1,BRL,,0.00,1.13,,,,,0000022051,30618112002803829401,mccredit,49,,,,,,,,Capture Request  bookingId 114077
TurbiBR,TurbiBRCOM,4835426819019234,Authorise Request bookingId 114050,mc,2018-11-20 00:45:55,BRST,SettledInstallment,4635426819045462,BRL,,53.56,1,BRL,,0.00,1.47,,,,,0000022051,30618112002803829101,mccredit,49,,,,,,,,Capture Request  bookingId 114050
TurbiBR,TurbiBRCOM,1535426753016195,Authorise Request bookingId 114040,mc,2018-11-19 22:55:54,BRST,SettledInstallment,1835426753027454,BRL,,57.74,1,BRL,,0.00,1.59,,,,,0000022051,30618112002803829101,mccredit,49,,,,,,,,Capture Request  bookingId 114040
TurbiBR,TurbiBRCOM,4735427539612135,Authorise Request bookingId 114047,mc,2018-11-20 20:46:46,BRST,SettledInstallment,4335427539624381,BRL,,159.36,1,BRL,,0.00,4.38,,,,,0000022051,30618112002803829401,mccredit,49,,,,,,,,Capture Request  bookingId 114047
TurbiBR,TurbiBRCOM,4535427389626922,Authorise Request bookingId 114063,mc,2018-11-20 16:41:25,BRST,SettledInstallment,4335427389633391,BRL,,47.55,1,BRL,,0.00,1.31,,,,,0000022051,30618112002803829401,mccredit,49,,,,,,,,Capture Request  bookingId 114063
TurbiBR,TurbiBRCOM,4525427380618482,Authorise Request bookingId 114062,mc,2018-11-20 16:21:57,BRST,SettledInstallment,4625427380616899,BRL,,89.77,1,BRL,,0.00,2.47,,,,,0000022051,20618112002803829401,mccredit,49,,,,,,,,Capture Request  bookingId 114062
TurbiBR,TurbiBRCOM,1325427482604560,Authorise Request bookingId 114074,mc,2018-11-20 19:11:54,BRST,SettledInstallment,1625427482612438,BRL,,67.81,1,BRL,,0.00,1.86,,,,,0000022051,20618112002803829401,mccredit,49,,,,,,,,Capture Request  bookingId 114074
TurbiBR,TurbiBRCOM,1825427461601459,Authorise Request bookingId 114092,mc,2018-11-20 18:36:56,BRST,SettledInstallment,1325427461614176,BRL,,30.00,1,BRL,,0.00,0.82,,,,,0000022051,20618112002803829401,mccredit,49,,,,,,,,Capture Request  bookingId 114092
TurbiBR,TurbiBRCOM,1725426729016881,Authorise Request bookingId 114027,mc,2018-11-19 22:15:48,BRST,SettledInstallment,1725426729027078,BRL,,98.24,1,BRL,,0.00,2.70,,,,,0000022051,20618112002803829101,mccredit,49,,,,,,,,Capture Request  bookingId 114027
TurbiBR,TurbiBRCOM,1325427242018051,Authorise Request bookingId 114065,mc,2018-11-20 12:30:55,BRST,SettledInstallment,1525427242019669,BRL,,50.33,1,BRL,,0.00,1.38,,,,,0000022051,20618112002803829301,mccredit,49,,,,,,,,Capture Request  bookingId 114065
TurbiBR,TurbiBRCOM,4625426810017454,Authorise Request bookingId 114055,mc,2018-11-20 00:30:52,BRST,SettledInstallment,4325426810027183,BRL,,39.58,1,BRL,,0.00,1.09,,,,,0000022051,20618112002803829101,mccredit,49,,,,,,,,Capture Request  bookingId 114055
TurbiBR,TurbiBRCOM,4645427386618580,Authorise Request bookingId 114070,mc,2018-11-20 16:31:49,BRST,SettledInstallment,4545427386621577,BRL,,120.92,1,BRL,,117.59,3.33,,,,,,,mccredit,49,,,,,,,,Capture Request  bookingId 114070
